,0,1,2,3,4,5,6
0,2013-09-06 00:00:00+08:00,30.323663475343356,29.82140865073993,29.82140865073993,29.88418960571289,1782000,1782000
1,2013-09-09 00:00:00+08:00,30.76313781738281,29.884190064624462,30.13531867825255,30.763137817382812,2427000,2427000
2,2013-09-10 00:00:00+08:00,32.89772361305222,31.390956731942982,31.390956731942982,32.6465950012207,9149000,9149000
3,2013-09-11 00:00:00+08:00,33.525539120769466,32.58381052069099,32.89772005405048,32.77215576171875,6767000,6767000
4,2013-09-12 00:00:00+08:00,32.96050013935474,32.20711680003871,32.89771919230324,32.39546203613281,2471000,2471000
5,2013-09-13 00:00:00+08:00,32.64659147775576,31.704862877435886,32.395462893027926,31.830427169799805,2097000,2097000
6,2013-09-16 00:00:00+08:00,32.58381412038694,31.830430678106207,32.52103076981524,32.018775939941406,2137000,2137000
7,2013-09-17 00:00:00+08:00,32.395462890205735,31.83042716702684,32.01877240808647,32.14433670043945,2402000,2402000
8,2013-09-18 00:00:00+08:00,33.52554020315785,32.33268297990394,32.646592523398155,32.709373474121094,7025000,7025000
9,2013-09-23 00:00:00+08:00,33.58831592775741,33.02327787940817,33.27440643310547,33.27440643310547,3435000,3435000
10,2013-09-24 00:00:00+08:00,33.525539409031204,32.89772033691406,33.27441082220847,32.89772033691406,2093000,2093000
11,2013-09-25 00:00:00+08:00,34.21613912524489,33.2744105254675,33.2744105254675,34.027793884277344,6060000,6060000
12,2013-09-26 00:00:00+08:00,34.65561013602474,33.77666255631251,34.65561013602474,33.96500778198242,3238000,3238000
13,2013-09-27 00:00:00+08:00,34.153361734524005,33.58832355781838,33.96501407899551,33.9022331237793,2171000,2171000
14,2013-09-30 00:00:00+08:00,34.27891813726893,33.02328007517205,34.216137192139904,33.71388244628906,3099000,3099000
15,2013-10-01 00:00:00+08:00,33.71388738437928,32.96050395778479,33.6511040351148,33.023284912109375,1618000,1618000
16,2013-10-02 00:00:00+08:00,33.337189266807954,32.89771786529537,32.96049880981445,32.96049880981445,1363000,1363000
17,2013-10-03 00:00:00+08:00,34.02779196181328,32.897718184914,32.960499130043026,33.71388244628906,3024000,3024000
18,2013-10-04 00:00:00+08:00,33.9022331237793,33.525542602602165,33.71388786319073,33.9022331237793,2293000,2293000
19,2013-10-07 00:00:00+08:00,33.902227383907714,33.337189302866776,33.902227383907714,33.58831787109375,1924000,1924000
20,2013-10-08 00:00:00+08:00,33.525540177303476,33.08606633776254,33.525540177303476,33.33719253540039,1351000,1351000
21,2013-10-09 00:00:00+08:00,33.776661145560695,33.14884215625682,33.33718737406011,33.27440643310547,2111000,2111000
22,2013-10-11 00:00:00+08:00,33.65110271171841,32.01877401407483,33.65110271171841,32.33268356323242,3153000,3153000
23,2013-10-14 00:00:00+08:00,32.01876988114154,30.888696129030322,31.955988937389606,31.2653865814209,2351000,2351000
24,2013-10-15 00:00:00+08:00,32.018775939941406,31.296782975476553,31.296782975476553,32.018775939941406,1741000,1741000
25,2013-10-16 00:00:00+08:00,32.26990070773172,31.45373401211691,32.14433641648793,31.704862594604492,1013000,1013000
26,2013-10-17 00:00:00+08:00,32.081553359587964,31.579298585071964,32.01877241087585,31.830427169799805,1064000,1064000
27,2013-10-18 00:00:00+08:00,31.893208118511925,31.453734292708045,31.830427169799805,31.830427169799805,1281000,1281000
28,2013-10-21 00:00:00+08:00,31.83042522978725,30.76313240215321,31.453732375654308,31.202606201171875,2135000,2135000
29,2013-10-22 00:00:00+08:00,31.077043533325195,30.763134002685547,31.077043533325195,31.077043533325195,880000,880000
30,2013-10-23 00:00:00+08:00,31.39095277598155,30.857307536765717,31.139824195797846,30.951478958129883,1123000,1123000
31,2013-10-24 00:00:00+08:00,30.951478958129883,30.70035277288581,30.76313372046192,30.951478958129883,1020000,1020000
32,2013-10-25 00:00:00+08:00,30.951483080133897,30.700356861445766,30.951483080133897,30.763137817382812,702000,702000
33,2013-10-28 00:00:00+08:00,31.390953352533458,30.700353336753594,30.76313428548279,30.88869857788086,1485000,1485000
34,2013-10-29 00:00:00+08:00,31.296780790044835,30.731745043995286,30.763135519619187,30.857309341430664,1724000,1724000
35,2013-10-30 00:00:00+08:00,31.29677391052246,30.731738288676617,30.731738288676617,31.29677391052246,789000,789000
36,2013-10-31 00:00:00+08:00,31.516519736069533,30.355052947998043,31.328174482445462,30.355052947998047,3471000,3471000
37,2013-11-01 00:00:00+08:00,30.982868760546754,30.386442586678836,30.386442586678836,30.920087814331055,1563000,1563000
38,2013-11-04 00:00:00+08:00,31.359560391988285,30.920086600906288,31.01426041147368,31.2653865814209,1560000,1560000
39,2013-11-05 00:00:00+08:00,31.32816992011232,30.920086600906288,31.139822298977542,31.2653865814209,1252000,1252000
40,2013-11-06 00:00:00+08:00,31.296775970427007,30.606176033292577,31.26538549963715,31.014259338378906,1354000,1354000
41,2013-11-07 00:00:00+08:00,31.296777053296864,30.920086600906288,31.01426041147368,31.2653865814209,915000,915000
42,2013-11-08 00:00:00+08:00,31.642079723844944,31.01426070071262,31.26538687300184,31.39095115661621,1409000,1409000
43,2013-11-11 00:00:00+08:00,31.642079723844944,30.95147736143568,31.39095115661621,31.39095115661621,1243000,1243000
44,2013-11-12 00:00:00+08:00,31.642081356165257,30.951478958129883,31.39095277598155,30.951478958129883,1300000,1300000
45,2013-11-13 00:00:00+08:00,31.359557496779892,30.857302808315623,30.857302808315623,31.108428955078125,618000,618000
