,0,1,2,3,4,5,6
0,2013-09-09 00:00:00+08:00,819.0098544583462,803.1067504882812,811.0583024733138,803.1067504882812,884000,884000
1,2013-09-10 00:00:00+08:00,819.0098544583462,803.1067504882812,815.03407846583,803.1067504882812,736000,736000
2,2013-09-11 00:00:00+08:00,807.0824924045139,747.4458550347223,807.0824924045139,751.421630859375,4488000,4488000
3,2013-09-12 00:00:00+08:00,753.0120311826151,720.4106655242337,731.542839163681,749.0362548828125,3399000,3399000
4,2013-09-13 00:00:00+08:00,759.3732514077045,744.265301903258,749.0362333257148,747.4459228515625,1614000,1614000
5,2013-09-16 00:00:00+08:00,795.1552124023438,756.1926069946289,758.578072631836,795.1552124023438,3044000,3044000
6,2013-09-17 00:00:00+08:00,790.384417786261,772.0958447388928,787.9989517366043,787.2037963867188,2041000,2041000
7,2013-09-18 00:00:00+08:00,799.1311344979378,783.22802734375,789.5892702054251,783.22802734375,1158000,1158000
8,2013-09-23 00:00:00+08:00,791.1795043945312,780.0473304633518,787.2037279905386,791.1795043945312,1017000,1017000
9,2013-09-24 00:00:00+08:00,822.9856304508625,803.1067504882812,807.0825264807975,803.1067504882812,1977000,1977000
10,2013-09-25 00:00:00+08:00,807.08251953125,792.7697260814347,803.106743572968,807.08251953125,896000,896000
11,2013-09-26 00:00:00+08:00,807.082595516313,779.2521611881642,807.082595516313,785.6134033203125,1267000,1267000
12,2013-09-27 00:00:00+08:00,791.179554745465,779.2522247744279,779.2522247744279,790.3843994140625,777000,777000
13,2013-09-30 00:00:00+08:00,792.7698149561282,780.8424857441504,783.2279515865459,791.1795043945312,728000,728000
14,2013-10-01 00:00:00+08:00,799.1311296210231,788.7941100338855,791.1795760924557,791.9747314453125,818000,818000
15,2013-10-02 00:00:00+08:00,803.1069033844302,787.2037963867188,795.1553498855744,787.2037963867188,518000,518000
16,2013-10-03 00:00:00+08:00,819.0098404229856,787.2036330279182,787.2036330279182,811.0582885742188,1329000,1329000
17,2013-10-04 00:00:00+08:00,819.0098876953124,803.1067830798695,811.058335387591,819.0098876953125,796000,796000
18,2013-10-07 00:00:00+08:00,811.0583166503907,795.1552124023438,811.0583166503907,795.1552124023438,951000,951000
19,2013-10-08 00:00:00+08:00,803.1067645263672,788.7939707031251,795.1552124023438,795.1552124023438,556000,556000
20,2013-10-09 00:00:00+08:00,795.1552807985238,787.9988832713371,789.5891938329341,791.1795043945312,817000,817000
21,2013-10-11 00:00:00+08:00,807.0826100105016,791.1795043945312,803.1068336065091,791.1795043945312,932000,932000
22,2013-10-14 00:00:00+08:00,792.7697900516471,764.9393560979785,787.2037032609134,771.3005981445312,1138000,1138000
23,2013-10-15 00:00:00+08:00,791.9746993603662,775.2764376268645,775.2764376268645,789.5892333984375,790000,790000
24,2013-10-16 00:00:00+08:00,792.7698684692383,755.3975677490234,787.9989364624024,763.34912109375,1314000,1314000
25,2013-10-17 00:00:00+08:00,780.8425013014108,764.1442400719509,775.2764142249241,769.7103271484375,1086000,1086000
26,2013-10-18 00:00:00+08:00,775.2764679300087,765.7346037093316,769.7103804679471,773.6861572265625,646000,646000
27,2013-10-21 00:00:00+08:00,789.5891904454863,773.6860848977424,779.2521718394528,786.4085693359375,700000,700000
28,2013-10-22 00:00:00+08:00,792.7698515145129,780.8425217525091,791.9746961970459,784.8182983398438,650000,650000
29,2013-10-23 00:00:00+08:00,799.1311017753151,780.842529296875,794.3601698244177,780.842529296875,893000,893000
30,2013-10-24 00:00:00+08:00,803.1066961335899,784.0229726611085,789.5890586739156,799.1309204101562,1092000,1092000
31,2013-10-25 00:00:00+08:00,799.1311266350024,784.0231749871764,795.1553498855744,787.2037963867188,672000,672000
32,2013-10-28 00:00:00+08:00,803.1069033844302,786.4086410368332,787.2037963867188,787.2037963867188,680000,680000
33,2013-10-29 00:00:00+08:00,799.1309204101562,786.4084380951687,793.5648343973492,799.1309204101562,778000,778000
34,2013-10-30 00:00:00+08:00,803.1067645263672,791.9745915527344,799.1309884643555,795.1552124023438,599000,599000
35,2013-10-31 00:00:00+08:00,795.1552124023438,769.7102456054688,795.1552124023438,795.1552124023438,1779000,1779000
36,2013-11-01 00:00:00+08:00,807.0825075935815,784.8181625565171,803.1067316941057,792.7697143554688,1626000,1626000
37,2013-11-04 00:00:00+08:00,791.9747100768675,779.2522247744279,791.9747100768675,790.3843994140625,536000,536000
38,2013-11-05 00:00:00+08:00,815.0340233038908,792.7696792526625,794.3599895420359,799.1309204101562,1313000,1313000
39,2013-11-06 00:00:00+08:00,799.1310864110146,781.6376695940571,799.1310864110146,788.7940673828125,1050000,1050000
40,2013-11-07 00:00:00+08:00,803.1066961335899,787.2035932398554,787.9987483845422,799.1309204101562,657000,657000
41,2013-11-08 00:00:00+08:00,799.1309204101562,791.179368963289,795.1551446867227,799.1309204101562,517000,517000
